f_c_y,control,K,rows
1971,0,-2,27
1971,0,-1,25
1971,0,0,26
1971,0,1,26
1971,0,2,25
1971,0,3,26
1971,0,4,26
1971,0,5,26
1971,0,6,26
1971,0,7,26
1971,0,8,26
1971,0,9,26
1971,0,10,26
1971,0,11,26
1971,0,12,26
1971,0,13,26
1971,0,14,26
1971,0,15,26
1971,0,16,25
1971,0,17,24
1971,0,18,24
1971,0,19,25
1971,0,20,24
1971,0,21,25
1971,0,22,25
1971,0,23,22
1971,0,24,21
1971,0,25,21
1971,0,26,18
1971,0,28,17
1971,0,30,17
1971,0,32,16
1971,0,34,17
1971,0,36,17
1971,0,38,16
1971,0,40,16
1971,0,42,15
1971,0,44,14
1971,0,46,14
1971,0,48,12
1972,0,-3,25
1972,0,-2,27
1972,0,-1,27
1972,0,0,27
1972,0,1,27
1972,0,2,27
1972,0,3,27
1972,0,4,27
1972,0,5,26
1972,0,6,26
1972,0,7,26
1972,0,8,26
1972,0,9,26
1972,0,10,26
1972,0,11,26
1972,0,12,26
1972,0,13,26
1972,0,14,25
1972,0,15,25
1972,0,16,24
1972,0,17,22
1972,0,18,23
1972,0,19,23
1972,0,20,21
1972,0,21,22
1972,0,22,24
1972,0,23,23
1972,0,24,22
1972,0,25,16
1972,0,27,16
1972,0,29,15
1972,0,31,14
1972,0,33,14
1972,0,35,14
1972,0,37,12
1972,0,39,12
1972,0,41,12
1972,0,43,11
1972,0,45,11
1972,0,47,11
1973,0,-4,24
1973,0,-3,29
1973,0,-2,31
1973,0,-1,31
1973,0,0,31
1973,0,1,29
1973,0,2,29
1973,0,3,27
1973,0,4,28
1973,0,5,28
1973,0,6,28
1973,0,7,27
1973,0,8,26
1973,0,9,26
1973,0,10,27
1973,0,11,27
1973,0,12,26
1973,0,13,25
1973,0,14,25
1973,0,15,24
1973,0,16,23
1973,0,17,23
1973,0,18,21
1973,0,19,20
1973,0,20,20
1973,0,21,22
1973,0,22,22
1973,0,23,22
1973,0,24,16
1973,0,26,15
1973,0,28,14
1973,0,30,13
1973,0,32,11
1973,0,34,11
1973,0,36,12
1973,0,38,12
1973,0,40,11
1973,0,42,10
1973,0,44,10
1973,0,46,9
1974,0,-5,12
1974,0,-4,17
1974,0,-3,22
1974,0,-2,21
1974,0,-1,23
1974,0,0,22
1974,0,1,22
1974,0,2,23
1974,0,3,21
1974,0,4,22
1974,0,5,23
1974,0,6,22
1974,0,7,22
1974,0,8,22
1974,0,9,21
1974,0,10,22
1974,0,11,22
1974,0,12,21
1974,0,13,20
1974,0,14,19
1974,0,15,19
1974,0,16,20
1974,0,17,20
1974,0,18,20
1974,0,19,20
1974,0,20,21
1974,0,21,19
1974,0,22,18
1974,0,23,13
1974,0,25,13
1974,0,27,13
1974,0,29,12
1974,0,31,12
1974,0,33,11
1974,0,35,12
1974,0,37,12
1974,0,39,11
1974,0,41,12
1974,0,43,11
1974,0,45,12
1975,0,-6,10
1975,0,-5,11
1975,0,-4,13
1975,0,-3,18
1975,0,-2,19
1975,0,-1,17
1975,0,0,18
1975,0,1,17
1975,0,2,18
1975,0,3,18
1975,0,4,18
1975,0,5,18
1975,0,6,17
1975,0,7,17
1975,0,8,17
1975,0,9,17
1975,0,10,17
1975,0,11,17
1975,0,12,17
1975,0,13,16
1975,0,14,16
1975,0,15,16
1975,0,16,16
1975,0,17,16
1975,0,18,17
1975,0,19,15
1975,0,20,15
1975,0,21,15
1975,0,22,9
1975,0,24,9
1975,0,26,8
1975,0,28,8
1975,0,30,8
1975,0,32,8
1975,0,34,8
1975,0,36,8
1975,0,38,8
1975,0,40,8
1975,0,42,8
1975,0,44,7
1976,0,-7,11
1976,0,-6,16
1976,0,-5,15
1976,0,-4,20
1976,0,-3,24
1976,0,-2,25
1976,0,-1,25
1976,0,0,24
1976,0,1,24
1976,0,2,24
1976,0,3,24
1976,0,4,24
1976,0,5,24
1976,0,6,24
1976,0,7,24
1976,0,8,24
1976,0,9,24
1976,0,10,24
1976,0,11,24
1976,0,12,24
1976,0,13,21
1976,0,14,21
1976,0,15,20
1976,0,16,20
1976,0,17,20
1976,0,18,22
1976,0,19,22
1976,0,20,18
1976,0,21,17
1976,0,23,17
1976,0,25,17
1976,0,27,17
1976,0,29,16
1976,0,31,17
1976,0,33,17
1976,0,35,16
1976,0,37,16
1976,0,39,14
1976,0,41,15
1976,0,43,16
1977,0,-8,6
1977,0,-7,10
1977,0,-6,15
1977,0,-5,18
1977,0,-4,21
1977,0,-3,23
1977,0,-2,64
1977,0,-1,65
1977,0,0,63
1977,0,1,64
1977,0,2,63
1977,0,3,64
1977,0,4,64
1977,0,5,64
1977,0,6,65
1977,0,7,64
1977,0,8,63
1977,0,9,60
1977,0,10,59
1977,0,11,59
1977,0,12,60
1977,0,13,59
1977,0,14,59
1977,0,15,60
1977,0,16,61
1977,0,17,61
1977,0,18,57
1977,0,19,54
1977,0,20,41
1977,0,22,42
1977,0,24,40
1977,0,26,39
1977,0,28,39
1977,0,30,38
1977,0,32,39
1977,0,34,39
1977,0,36,37
1977,0,38,36
1977,0,40,36
1977,0,42,32
1978,0,-9,8
1978,0,-8,7
1978,0,-7,11
1978,0,-6,14
1978,0,-5,17
1978,0,-4,20
1978,0,-3,65
1978,0,-2,80
1978,0,-1,81
1978,0,0,78
1978,0,1,79
1978,0,2,79
1978,0,3,78
1978,0,4,78
1978,0,5,78
1978,0,6,78
1978,0,7,78
1978,0,8,75
1978,0,9,69
1978,0,10,70
1978,0,11,65
1978,0,12,64
1978,0,13,63
1978,0,14,65
1978,0,15,65
1978,0,16,67
1978,0,17,66
1978,0,18,67
1978,0,19,51
1978,0,21,50
1978,0,23,49
1978,0,25,49
1978,0,27,46
1978,0,29,48
1978,0,31,48
1978,0,33,47
1978,0,35,46
1978,0,37,45
1978,0,39,40
1978,0,41,40
1979,0,-10,6
1979,0,-9,8
1979,0,-8,9
1979,0,-7,16
1979,0,-6,25
1979,0,-5,29
1979,0,-4,66
1979,0,-3,79
1979,0,-2,88
1979,0,-1,84
1979,0,0,86
1979,0,1,85
1979,0,2,86
1979,0,3,85
1979,0,4,84
1979,0,5,85
1979,0,6,85
1979,0,7,82
1979,0,8,80
1979,0,9,78
1979,0,10,76
1979,0,11,77
1979,0,12,74
1979,0,13,75
1979,0,14,71
1979,0,15,74
1979,0,16,69
1979,0,17,70
1979,0,18,57
1979,0,20,56
1979,0,22,53
1979,0,24,51
1979,0,26,51
1979,0,28,49
1979,0,30,50
1979,0,32,49
1979,0,34,48
1979,0,36,46
1979,0,38,45
1979,0,40,42
1980,0,-11,5
1980,0,-10,7
1980,0,-9,10
1980,0,-8,12
1980,0,-7,13
1980,0,-6,16
1980,0,-5,41
1980,0,-4,58
1980,0,-3,70
1980,0,-2,81
1980,0,-1,78
1980,0,0,80
1980,0,1,80
1980,0,2,79
1980,0,3,79
1980,0,4,79
1980,0,5,78
