f_c_y,control,K,rows
1970,0,-2,19
1970,0,-1,18
1970,0,0,18
1970,0,1,18
1970,0,2,18
1970,0,3,17
1970,0,4,17
1970,0,5,16
1970,0,6,17
1970,0,7,17
1970,0,8,16
1970,0,9,18
1970,0,10,15
1970,0,11,18
1970,0,12,18
1970,0,13,18
1970,0,14,16
1970,0,15,16
1970,0,16,16
1970,0,17,16
1970,0,18,15
1970,0,19,15
1970,0,20,15
1970,0,21,13
1970,0,22,15
1970,0,23,15
1970,0,24,19
1970,0,25,19
1970,0,26,19
1970,0,27,19
1970,0,29,19
1970,0,31,19
1970,0,33,19
1970,0,35,19
1970,0,37,19
1970,0,39,17
1970,0,41,16
1970,0,43,16
1970,0,45,13
1970,0,47,13
1970,0,49,11
1971,0,-3,26
1971,0,-2,28
1971,0,-1,26
1971,0,0,27
1971,0,1,27
1971,0,2,27
1971,0,3,27
1971,0,4,26
1971,0,5,28
1971,0,6,25
1971,0,7,27
1971,0,8,26
1971,0,9,27
1971,0,10,27
1971,0,11,25
1971,0,12,27
1971,0,13,27
1971,0,14,27
1971,0,15,27
1971,0,16,24
1971,0,17,25
1971,0,18,25
1971,0,19,24
1971,0,20,25
1971,0,21,26
1971,0,22,26
1971,0,23,23
1971,0,24,22
1971,0,25,21
1971,0,26,18
1971,0,28,16
1971,0,30,18
1971,0,32,17
1971,0,34,18
1971,0,36,17
1971,0,38,17
1971,0,40,17
1971,0,42,15
1971,0,44,14
1971,0,46,14
1971,0,48,13
1972,0,-4,23
1972,0,-3,25
1972,0,-2,27
1972,0,-1,27
1972,0,0,25
1972,0,1,25
1972,0,2,27
1972,0,3,26
1972,0,4,26
1972,0,5,26
1972,0,6,26
1972,0,7,26
1972,0,8,26
1972,0,9,26
1972,0,10,26
1972,0,11,26
1972,0,12,26
1972,0,13,26
1972,0,14,25
1972,0,15,25
1972,0,16,24
1972,0,17,23
1972,0,18,23
1972,0,19,23
1972,0,20,21
1972,0,21,22
1972,0,22,24
1972,0,23,22
1972,0,24,22
1972,0,25,15
1972,0,27,16
1972,0,29,15
1972,0,31,14
1972,0,33,14
1972,0,35,13
1972,0,37,12
1972,0,39,12
1972,0,41,12
1972,0,43,11
1972,0,45,11
1972,0,47,11
1973,0,-5,25
1973,0,-4,24
1973,0,-3,27
1973,0,-2,31
1973,0,-1,31
1973,0,0,31
1973,0,1,30
1973,0,2,28
1973,0,3,28
1973,0,4,26
1973,0,5,28
1973,0,6,28
1973,0,7,26
1973,0,8,27
1973,0,9,27
1973,0,10,27
1973,0,11,27
1973,0,12,26
1973,0,13,25
1973,0,14,25
1973,0,15,24
1973,0,16,23
1973,0,17,23
1973,0,18,21
1973,0,19,20
1973,0,20,20
1973,0,21,22
1973,0,22,22
1973,0,23,22
1973,0,24,16
1973,0,26,15
1973,0,28,14
1973,0,30,13
1973,0,32,12
1973,0,34,12
1973,0,36,12
1973,0,38,12
1973,0,40,11
1973,0,42,9
1973,0,44,10
1973,0,46,9
1974,0,-6,10
1974,0,-5,12
1974,0,-4,15
1974,0,-3,21
1974,0,-2,23
1974,0,-1,23
1974,0,0,23
1974,0,1,23
1974,0,2,23
1974,0,3,23
1974,0,4,23
1974,0,5,23
1974,0,6,23
1974,0,7,22
1974,0,8,21
1974,0,9,21
1974,0,10,22
1974,0,11,21
1974,0,12,21
1974,0,13,20
1974,0,14,20
1974,0,15,20
1974,0,16,20
1974,0,17,20
1974,0,18,20
1974,0,19,20
1974,0,20,21
1974,0,21,19
1974,0,22,18
1974,0,23,13
1974,0,25,13
1974,0,27,13
1974,0,29,11
1974,0,31,12
1974,0,33,11
1974,0,35,12
1974,0,37,12
1974,0,39,12
1974,0,41,12
1974,0,43,11
1974,0,45,12
1975,0,-7,10
1975,0,-6,10
1975,0,-5,10
1975,0,-4,15
1975,0,-3,18
1975,0,-2,19
1975,0,-1,18
1975,0,0,18
1975,0,1,18
1975,0,2,18
1975,0,3,18
1975,0,4,17
1975,0,5,17
1975,0,6,17
1975,0,7,17
1975,0,8,17
1975,0,9,17
1975,0,10,17
1975,0,11,17
1975,0,12,17
1975,0,13,16
1975,0,14,16
1975,0,15,16
1975,0,16,16
1975,0,17,16
1975,0,18,17
1975,0,19,15
1975,0,20,15
1975,0,21,15
1975,0,22,9
1975,0,24,8
1975,0,26,8
1975,0,28,8
1975,0,30,8
1975,0,32,8
1975,0,34,8
1975,0,36,8
1975,0,38,8
1975,0,40,8
1975,0,42,8
1975,0,44,7
1976,0,-8,12
1976,0,-7,11
1976,0,-6,16
1976,0,-5,15
1976,0,-4,19
1976,0,-3,23
1976,0,-2,25
1976,0,-1,25
1976,0,0,25
1976,0,1,24
1976,0,2,24
1976,0,3,21
1976,0,4,21
1976,0,5,24
1976,0,6,24
1976,0,7,23
1976,0,8,24
1976,0,9,24
1976,0,10,24
1976,0,11,24
1976,0,12,24
1976,0,13,21
1976,0,14,21
1976,0,15,20
1976,0,16,20
1976,0,17,20
1976,0,18,22
1976,0,19,22
1976,0,20,18
1976,0,21,17
1976,0,23,17
1976,0,25,16
1976,0,27,17
1976,0,29,16
1976,0,31,17
1976,0,33,17
1976,0,35,16
1976,0,37,15
1976,0,39,15
1976,0,41,16
1976,0,43,16
1977,0,-9,8
1977,0,-8,7
1977,0,-7,10
1977,0,-6,15
1977,0,-5,18
1977,0,-4,22
1977,0,-3,23
1977,0,-2,64
1977,0,-1,64
1977,0,0,64
1977,0,1,64
1977,0,2,64
1977,0,3,63
1977,0,4,63
1977,0,5,63
1977,0,6,65
1977,0,7,63
1977,0,8,63
1977,0,9,61
1977,0,10,60
1977,0,11,60
1977,0,12,60
1977,0,13,60
1977,0,14,57
1977,0,15,60
1977,0,16,61
1977,0,17,61
1977,0,18,58
1977,0,19,54
1977,0,20,41
1977,0,22,42
1977,0,24,40
1977,0,26,40
1977,0,28,40
1977,0,30,39
1977,0,32,39
1977,0,34,39
1977,0,36,36
1977,0,38,36
1977,0,40,36
1977,0,42,32
1978,0,-10,7
1978,0,-9,9
1978,0,-8,6
1978,0,-7,11
1978,0,-6,14
1978,0,-5,16
1978,0,-4,21
1978,0,-3,65
1978,0,-2,82
1978,0,-1,82
1978,0,0,81
1978,0,1,80
1978,0,2,78
1978,0,3,75
1978,0,4,77
1978,0,5,78
1978,0,6,78
1978,0,7,78
1978,0,8,76
1978,0,9,69
1978,0,10,71
1978,0,11,66
1978,0,12,65
1978,0,13,64
1978,0,14,63
1978,0,15,65
1978,0,16,68
1978,0,17,67
1978,0,18,66
1978,0,19,50
1978,0,21,49
1978,0,23,48
1978,0,25,47
1978,0,27,49
1978,0,29,47
1978,0,31,47
1978,0,33,46
1978,0,35,46
1978,0,37,45
1978,0,39,42
1978,0,41,40
1979,0,-11,7
1979,0,-10,6
1979,0,-9,8
1979,0,-8,9
1979,0,-7,15
1979,0,-6,25
1979,0,-5,28
1979,0,-4,66
1979,0,-3,80
1979,0,-2,89
1979,0,-1,85
1979,0,0,84
1979,0,1,86
1979,0,2,85
1979,0,3,85
1979,0,4,84
1979,0,5,85
1979,0,6,84
1979,0,7,83
1979,0,8,79
1979,0,9,78
1979,0,10,77
1979,0,11,77
1979,0,12,74
1979,0,13,75
1979,0,14,70
1979,0,15,74
1979,0,16,70
1979,0,17,70
1979,0,18,57
1979,0,20,56
1979,0,22,54
1979,0,24,49
1979,0,26,50
1979,0,28,50
1979,0,30,50
1979,0,32,49
1979,0,34,48
1979,0,36,46
1979,0,38,45
1979,0,40,43
1980,0,-12,4
1980,0,-11,5
1980,0,-10,7
1980,0,-9,10
1980,0,-8,12
1980,0,-7,12
1980,0,-6,16
1980,0,-5,42
1980,0,-4,58
1980,0,-3,73
1980,0,-2,81
1980,0,-1,80
1980,0,0,82
1980,0,1,81
1980,0,2,78
1980,0,3,78
1980,0,4,79
1980,0,5,79
1980,0,6,76
1980,0,7,72
1980,0,8,74
1980,0,9,71
1980,0,10,72
1980,0,11,72
1980,0,12,71
1980,0,13,69
1980,0,14,72
1980,0,15,70
1980,0,16,70
1980,0,17,46
1980,0,19,49
1980,0,21,49
1980,0,23,47
1980,0,25,48
1980,0,27,46
1980,0,29,47
1980,0,31,45
1980,0,33,45
1980,0,35,45
1980,0,37,46
1980,0,39,41
1981,0,-13,6
1981,0,-12,6
1981,0,-11,8
1981,0,-10,8
1981,0,-9,13
1981,0,-8,17
1981,0,-7,19
1981,0,-6,42
1981,0,-5,50
1981,0,-4,58
1981,0,-3,65
1981,0,-2,73
1981,0,-1,70
1981,0,0,71
1981,0,1,73
1981,0,2,72
1981,0,3,72
1981,0,4,71
1981,0,5,68
1981,0,6,66
1981,0,7,65
1981,0,8,62
1981,0,9,62
1981,0,10,61
1981,0,11,62
1981,0,12,62
1981,0,13,60
1981,0,14,57
1981,0,15,57
1981,0,16,45
1981,0,18,46
1981,0,20,46
1981,0,22,45
1981,0,24,44
1981,0,26,44
1981,0,28,45
1981,0,30,45
1981,0,32,45
1981,0,34,45
1981,0,36,44
1981,0,38,40
1982,0,-14,3
1982,0,-13,3
1982,0,-12,6
1982,0,-11,6
1982,0,-10,10
1982,0,-9,12
1982,0,-8,15
1982,0,-7,36
1982,0,-6,49
1982,0,-5,58
1982,0,-4,67
1982,0,-3,79
1982,0,-2,81
1982,0,-1,80
1982,0,0,77
1982,0,1,79
1982,0,2,79
1982,0,3,79
1982,0,4,78
1982,0,5,77
1982,0,6,77
1982,0,7,77
1982,0,8,76
1982,0,9,77
1982,0,10,77
1982,0,11,72
1982,0,12,70
1982,0,13,71
1982,0,14,70
1982,0,15,53
1982,0,17,51
1982,0,19,52
1982,0,21,51
1982,0,23,50
1982,0,25,46
1982,0,27,42
1982,0,29,43
1982,0,31,42
1982,0,33,40
1982,0,35,38
1982,0,37,38
1983,0,-13,3
1983,0,-12,6
1983,0,-11,6
